framework,version,device,op_name,kernel_source,allreduce_dtype,num_gpus,message_size,latency
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,256,0.0034377598762512208
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,512,0.0035452800989151005
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,1024,0.003928639888763428
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,2048,0.004588159918785095
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,4096,0.0040217599272727965
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,8192,0.004052479863166809
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,16384,0.004750080108642578
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,32768,0.005028480291366577
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,65536,0.006714879870414733
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,131072,0.010327999591827394
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,262144,0.016840640306472778
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,524288,0.03139967918395996
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,1048576,0.04001471996307373
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,2097152,0.05214752197265625
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,4194304,0.07800159931182862
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,8388608,0.1229856014251709
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,16777216,0.19817184448242187
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,33554432,0.32217792510986326
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,67108864,0.5677916717529297
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,134217728,1.05569091796875
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,268435456,2.0369427490234377
TRTLLM,1.0.0rc3,NVIDIA H200,all_reduce,CUDA_Graph,float16,8,536870912,4.004513854980469
